word,shows,show_count
cheeseburger,BBT|BoJack|HIMYM|Office,4
cheesecake,BBT|Dexter|HIMYM|Office,4
cherish,BBT|BoJack|Dexter|HIMYM,4
chime,BB|BBT|HIMYM|Office,4
chirp,BBT|BoJack|HIMYM|Office,4
chitchat,BBT|Dexter|HIMYM|Office,4
chivalry,BBT|Dexter|GOT|Office,4
chopper,BB|BoJack|Dexter|HIMYM,4
chopstick,BBT|Dexter|HIMYM|Office,4
chore,BBT|Dexter|HIMYM|Office,4
christmas,BBT|Dexter|Office|SP,4
chrysanthemum,BB|BBT|BoJack|Office,4
chubby,BBT|BoJack|HIMYM|Office,4
chunky,BBT|BoJack|HIMYM|Office,4
churn,BB|BBT|GOT|HIMYM,4
cider,BBT|BoJack|HIMYM|Office,4
cinnamon,BBT|BoJack|HIMYM|Office,4
circular,BBT|BoJack|Dexter|Office,4
civility,BBT|Dexter|Office|SP,4
clan,BBT|GOT|HIMYM|Office,4
clarification,BBT|BoJack|GOT|SP,4
clarity,BoJack|Dexter|GOT|HIMYM,4
classical,BB|BBT|HIMYM|Office,4
classify,BB|BBT|Office|SP,4
clearer,BBT|Dexter|HIMYM|SP,4
cleavage,BB|BBT|HIMYM|Office,4
cliche,BBT|Dexter|HIMYM|Office,4
clone,BBT|BoJack|HIMYM|Office,4
closest,BBT|BoJack|Dexter|GOT,4
clot,BBT|Dexter|HIMYM|Office,4
cloudy,BB|BBT|Dexter|Office,4
clumsy,BBT|BoJack|HIMYM|SP,4
coddle,BBT|BoJack|Dexter|Office,4
cognitive,BBT|Dexter|Office|SP,4
colder,BB|Dexter|GOT|Office,4
colon,BBT|BoJack|HIMYM|Office,4
combo,BB|Dexter|HIMYM|Office,4
comeback,BBT|BoJack|HIMYM|Office,4
comin,BBT|Dexter|HIMYM|SP,4
commodity,BB|Dexter|Office|SP,4
compact,BBT|HIMYM|Office|SP,4
companionship,BBT|BoJack|HIMYM|Office,4
compartment,BBT|BoJack|Dexter|HIMYM,4
compensation,BBT|Dexter|Office|SP,4
competitive,BBT|BoJack|HIMYM|Office,4
competitor,BB|BBT|GOT|Office,4
complaining,BBT|BoJack|Dexter|HIMYM,4
complexity,BBT|BoJack|Dexter|SP,4
compose,BBT|Dexter|HIMYM|SP,4
compound,BB|BBT|Office|SP,4
comprehend,BBT|BoJack|Dexter|Office,4
concede,BBT|BoJack|HIMYM|Office,4
conceive,BBT|Dexter|HIMYM|Office,4
concur,BB|BBT|Dexter|GOT,4
condescending,BBT|BoJack|HIMYM|Office,4
conditioner,BBT|Dexter|HIMYM|Office,4
confidant,BBT|GOT|HIMYM|Office,4
confiscate,BB|BBT|HIMYM|Office,4
confrontation,BBT|Dexter|HIMYM|SP,4
conglomerate,BB|BBT|BoJack|HIMYM,4
congress,BB|BBT|Dexter|Office,4
conjunction,BB|BBT|GOT|SP,4
conquistador,BB|Dexter|HIMYM|Office,4
consciousness,BBT|BoJack|Dexter|SP,4
considerable,BB|BBT|GOT|Office,4
consistency,BBT|Dexter|HIMYM|Office,4
constitute,BB|BBT|GOT|Office,4
contaminate,BB|BBT|Dexter|HIMYM,4
contempt,BBT|GOT|Office|SP,4
contestant,BBT|BoJack|HIMYM|Office,4
continued,BB|BBT|Dexter|Office,4
contraction,BBT|BoJack|HIMYM|Office,4
contradict,BB|BBT|Dexter|Office,4
contrast,BBT|Dexter|HIMYM|Office,4
contrition,BB|Dexter|GOT|Office,4
conundrum,BBT|BoJack|GOT|HIMYM,4
convenience,BBT|BoJack|HIMYM|Office,4
conveniently,BoJack|Dexter|GOT|Office,4
convert,BBT|HIMYM|Office|SP,4
convertible,BB|Dexter|HIMYM|Office,4
convey,BBT|Dexter|HIMYM|Office,4
cooperate,BB|BBT|Dexter|SP,4
cope,BBT|Dexter|Office|SP,4
cord,BBT|Dexter|HIMYM|Office,4
coronary,BBT|Dexter|HIMYM|Office,4
coroner,BB|BoJack|Dexter|SP,4
correlation,BBT|HIMYM|Office|SP,4
counseling,BBT|BoJack|Office|SP,4
courageous,Dexter|GOT|HIMYM|Office,4
coworker,BBT|Dexter|HIMYM|Office,4
coy,BBT|BoJack|GOT|SP,4
cramped,Dexter|GOT|HIMYM|Office,4
cranberry,BBT|Dexter|HIMYM|Office,4
crawlspace,BB|BBT|BoJack|Office,4
creation,BB|BBT|Dexter|SP,4
cred,BB|BBT|Dexter|SP,4
crisp,BBT|GOT|HIMYM|Office,4
criticism,BBT|GOT|HIMYM|Office,4
croak,BB|BoJack|Dexter|Office,4
croissant,BBT|BoJack|Office|SP,4
crooked,BBT|GOT|HIMYM|Office,4
crossing,BB|BBT|GOT|Office,4
crossword,BB|BBT|HIMYM|Office,4
cruelty,BoJack|Dexter|GOT|HIMYM,4
crusty,BB|BBT|BoJack|Office,4
cryptic,BoJack|Dexter|HIMYM|SP,4
cuddle,BBT|Dexter|HIMYM|Office,4
cuff,BB|BBT|Dexter|SP,4
cuisine,BBT|BoJack|Dexter|HIMYM,4
cultivate,BBT|BoJack|Dexter|HIMYM,4
curriculum,BB|BBT|HIMYM|SP,4
damp,BB|BBT|GOT|Office,4
dang,BB|BBT|Office|SP,4
dangerously,BB|BoJack|HIMYM|Office,4
darker,BBT|Dexter|GOT|Office,4
darkest,BB|Dexter|GOT|HIMYM,4
daytime,BBT|BoJack|HIMYM|Office,4
dazzle,BoJack|Dexter|HIMYM|Office,4
dean,BBT|BoJack|HIMYM|Office,4
decease,BBT|Dexter|HIMYM|Office,4
deceased,BB|BBT|Dexter|Office,4
dedication,BBT|Dexter|Office|SP,4
deduction,BB|BoJack|Dexter|HIMYM,4
deeper,BBT|Dexter|GOT|SP,4
defect,BB|BBT|Office|SP,4
defines,BBT|Dexter|HIMYM|Office,4
definite,BB|BBT|Dexter|Office,4
definitive,BBT|BoJack|Dexter|Office,4
degenerate,BB|BBT|GOT|HIMYM,4
deli,BBT|BoJack|HIMYM|Office,4
deliberately,BBT|Dexter|Office|SP,4
delightful,BBT|BoJack|HIMYM|Office,4
delusion,BBT|BoJack|Dexter|Office,4
demo,BB|BoJack|Dexter|HIMYM,4
democracy,BBT|BoJack|HIMYM|SP,4
deniability,BB|BoJack|Dexter|Office,4
denial,BBT|Dexter|HIMYM|Office,4
depart,BBT|BoJack|Dexter|GOT,4
deport,BBT|Dexter|HIMYM|SP,4
derail,BBT|Dexter|Office|SP,4
derivative,BBT|BoJack|HIMYM|Office,4
descent,BBT|Dexter|GOT|Office,4
despicable,BBT|BoJack|Dexter|HIMYM,4
detect,BBT|Dexter|Office|SP,4
detection,BB|BBT|HIMYM|SP,4
detector,BB|BBT|BoJack|Dexter,4
detergent,BB|BBT|BoJack|HIMYM,4
determination,BB|Dexter|Office|SP,4
devour,BBT|GOT|HIMYM|Office,4
diabetic,BBT|Dexter|Office|SP,4
diabolical,BBT|BoJack|HIMYM|Office,4
diagnose,BB|BBT|BoJack|Office,4
diameter,BB|BBT|Office|SP,4
dickhead,BB|BoJack|Dexter|SP,4
dictionary,BBT|Dexter|HIMYM|Office,4
dietary,BBT|BoJack|HIMYM|Office,4
digger,BBT|Dexter|Office|SP,4
digging,BB|Dexter|Office|SP,4
digital,BBT|Dexter|Office|SP,4
dilate,BBT|Dexter|HIMYM|Office,4
diminish,BB|BBT|Dexter|GOT,4
dine,BBT|BoJack|GOT|Office,4
dining,BBT|Dexter|HIMYM|SP,4
dinosaur,BBT|BoJack|HIMYM|Office,4
dioxide,BB|BBT|Dexter|Office,4
diplomatic,Dexter|GOT|Office|SP,4
directive,BoJack|Dexter|GOT|SP,4
disable,BB|Dexter|HIMYM|Office,4
disapprove,Dexter|GOT|HIMYM|Office,4
discernible,BB|BBT|BoJack|Office,4
discharge,BBT|Dexter|Office|SP,4
disclose,BB|BBT|Dexter|Office,4
discovery,BB|BBT|Dexter|Office,4
discus,BB|BBT|HIMYM|Office,4
disk,BBT|Dexter|HIMYM|Office,4
dislike,BBT|GOT|HIMYM|Office,4
dislocate,BBT|Dexter|HIMYM|Office,4
disperse,BB|BBT|BoJack|GOT,4
dispose,BB|BBT|Dexter|HIMYM,4
disrupt,BBT|BoJack|Office|SP,4
distinction,BB|BBT|BoJack|GOT,4
distinguish,BB|BBT|Dexter|Office,4
distribute,BBT|Dexter|Office|SP,4
distribution,BB|BBT|Dexter|Office,4
distributor,BB|HIMYM|Office|SP,4
disturbance,BB|BBT|HIMYM|Office,4
disturbed,Dexter|GOT|HIMYM|Office,4
disturbing,BBT|Dexter|GOT|HIMYM,4
documentary,BBT|BoJack|HIMYM|Office,4
doe,Dexter|GOT|HIMYM|Office,4
doin,BBT|Dexter|HIMYM|SP,4
domain,BB|BBT|GOT|Office,4
doorknob,BBT|BoJack|HIMYM|SP,4
dormant,BoJack|Dexter|Office|SP,4
douchebags,BB|BoJack|Dexter|SP,4
downhill,BBT|BoJack|Dexter|HIMYM,4
downside,BBT|Dexter|HIMYM|SP,4
dreadful,BBT|BoJack|GOT|Office,4
dreamy,BB|BBT|HIMYM|Office,4
dressed,BBT|Dexter|HIMYM|Office,4
drought,BBT|BoJack|HIMYM|SP,4
drowning,BB|BBT|BoJack|GOT,4
drugstore,BB|BBT|HIMYM|Office,4
drywall,BBT|BoJack|HIMYM|Office,4
duh,BB|BBT|HIMYM|Office,4
dungeon,BBT|BoJack|GOT|SP,4
dunno,BB|BBT|Office|SP,4
dutch,BB|BBT|Dexter|HIMYM,4
dynamite,BBT|BoJack|HIMYM|Office,4
dysfunction,BB|BBT|BoJack|HIMYM,4
dysfunctional,BBT|BoJack|HIMYM|Office,4
eastern,Dexter|GOT|HIMYM|Office,4
eaten,BBT|GOT|HIMYM|Office,4
eater,BBT|Dexter|GOT|Office,4
eccentric,BB|BBT|Dexter|HIMYM,4
echo,BB|BBT|GOT|SP,4
eclipse,BBT|Dexter|HIMYM|Office,4
economic,BBT|HIMYM|Office|SP,4
economics,BB|BBT|HIMYM|Office,4
ed,BB|BBT|HIMYM|SP,4
eel,BBT|Dexter|GOT|Office,4
eerie,BoJack|Dexter|HIMYM|Office,4
efficiency,BB|BBT|BoJack|Office,4
efficiently,BBT|BoJack|Office|SP,4
egghead,BB|BBT|Dexter|Office,4
eggnog,BBT|HIMYM|Office|SP,4
eggshell,BBT|HIMYM|Office|SP,4
el,BBT|Dexter|HIMYM|Office,4
elect,BBT|BoJack|GOT|SP,4
election,BoJack|GOT|Office|SP,4
electronics,BB|BBT|Office|SP,4
elicit,BBT|HIMYM|Office|SP,4
elude,BBT|BoJack|HIMYM|Office,4
embed,BBT|Dexter|Office|SP,4
empathy,BBT|Dexter|GOT|Office,4
empower,BBT|BoJack|HIMYM|Office,4
enable,BB|BBT|Dexter|SP,4
encouragement,BBT|BoJack|Dexter|HIMYM,4
endeavor,BB|BBT|BoJack|GOT,4
enforcement,BB|Dexter|Office|SP,4
enhancement,BBT|Dexter|Office|SP,4
ensemble,BBT|BoJack|HIMYM|Office,4
entitle,BBT|BoJack|HIMYM|Office,4
epidural,Dexter|HIMYM|Office|SP,4
equality,BBT|GOT|Office|SP,4
equity,BB|HIMYM|Office|SP,4
equivalent,BBT|Dexter|HIMYM|Office,4
err,BBT|Dexter|GOT|Office,4
escalate,BB|BBT|Dexter|GOT,4
escalating,BB|BBT|Dexter|SP,4
essentially,BB|BBT|HIMYM|Office,4
eternally,BBT|Dexter|GOT|Office,4
ethic,BBT|Dexter|HIMYM|Office,4
ethnic,BBT|HIMYM|Office|SP,4
etiquette,BB|BBT|Dexter|Office,4
evacuate,BBT|Dexter|Office|SP,4
eve,BBT|Dexter|HIMYM|Office,4
evenly,BBT|Dexter|Office|SP,4
every,BBT|Dexter|HIMYM|Office,4
evolution,BBT|Dexter|Office|SP,4
ew,BBT|Dexter|Office|SP,4
exaggerate,BB|BBT|GOT|HIMYM,4
exam,BBT|Dexter|HIMYM|SP,4
excess,BBT|BoJack|Office|SP,4
excessive,BoJack|Dexter|GOT|Office,4
exclude,BB|BBT|Dexter|Office,4
exhausted,BBT|Dexter|HIMYM|Office,4
exhibition,BB|BBT|HIMYM|Office,4
experienced,BoJack|Dexter|GOT|Office,4
expiration,BBT|Dexter|HIMYM|SP,4
explorer,BBT|Dexter|HIMYM|SP,4
exquisite,BoJack|GOT|HIMYM|Office,4
extended,BB|BoJack|Dexter|Office,4
exterior,BBT|HIMYM|Office|SP,4
extinguisher,BBT|BoJack|Dexter|Office,4
extravagant,BB|BoJack|GOT|Office,4
eyesore,BoJack|HIMYM|Office|SP,4
eyewitness,BB|BBT|Dexter|Office,4
facial,BBT|Dexter|HIMYM|Office,4
facilitate,BBT|Dexter|HIMYM|Office,4
facing,Dexter|GOT|Office|SP,4
failing,BBT|BoJack|Office|SP,4
fainting,BBT|BoJack|GOT|HIMYM,4
fairness,BBT|BoJack|HIMYM|Office,4
fallen,BBT|Dexter|GOT|SP,4
fallout,Dexter|HIMYM|Office|SP,4
fanatic,Dexter|GOT|HIMYM|Office,4
fantasize,BBT|BoJack|HIMYM|SP,4
fare,BBT|BoJack|GOT|HIMYM,4
farewell,BBT|BoJack|GOT|Office,4
faucet,BBT|BoJack|Dexter|HIMYM,4
fax,BBT|BoJack|Dexter|Office,4
feast,BBT|BoJack|GOT|Office,4
feces,BBT|HIMYM|Office|SP,4
fedora,BBT|BoJack|HIMYM|Office,4
feelin,Dexter|HIMYM|Office|SP,4
felon,BBT|Dexter|HIMYM|SP,4
ferment,BB|BBT|GOT|Office,4
fertilize,BBT|BoJack|Office|SP,4
fest,BBT|Dexter|HIMYM|Office,4
fester,BB|BBT|GOT|HIMYM,4
festive,BBT|HIMYM|Office|SP,4
festivity,BBT|BoJack|Office|SP,4
fetish,BB|BBT|Dexter|Office,4
feud,BBT|BoJack|HIMYM|SP,4
fiasco,BBT|Dexter|HIMYM|Office,4
fiber,BBT|Dexter|HIMYM|Office,4
fifty,BB|GOT|HIMYM|Office,4
filling,BBT|Dexter|HIMYM|Office,4
filmmaker,BBT|BoJack|Dexter|Office,4
finale,BBT|BoJack|Office|SP,4
fireball,BB|BBT|HIMYM|Office,4
fired,BB|BoJack|HIMYM|Office,4
fireplace,BB|BBT|HIMYM|Office,4
firewall,BB|Dexter|HIMYM|Office,4
fitness,BBT|Dexter|Office|SP,4
fitting,BBT|Dexter|GOT|Office,4
flake,BoJack|Dexter|HIMYM|Office,4
flamingo,BB|BBT|Dexter|Office,4
flashy,BB|BBT|Dexter|Office,4
flatten,BBT|BoJack|Dexter|Office,4
flattered,BBT|Dexter|GOT|HIMYM,4
flattery,BBT|BoJack|GOT|Office,4
flea,BoJack|GOT|HIMYM|Office,4
floozy,BBT|HIMYM|Office|SP,4
flour,BB|BBT|HIMYM|Office,4
fog,BBT|BoJack|Dexter|Office,4
folly,BBT|BoJack|GOT|SP,4
fondue,BBT|HIMYM|Office|SP,4
footprint,BBT|Dexter|HIMYM|SP,4
fore,BBT|BoJack|HIMYM|Office,4
forearm,BBT|Dexter|HIMYM|Office,4
forefather,Dexter|GOT|HIMYM|SP,4
foreman,BoJack|Dexter|HIMYM|Office,4
forgiven,BBT|Dexter|GOT|Office,4
forgiving,BoJack|Dexter|GOT|HIMYM,4
forklift,BB|BBT|Office|SP,4
formaldehyde,BBT|Dexter|Office|SP,4
format,BBT|BoJack|Office|SP,4
formerly,BoJack|Dexter|GOT|Office,4
formula,BB|BBT|Dexter|Office,4
forum,BBT|BoJack|HIMYM|Office,4
fraction,BB|BBT|Office|SP,4
fracture,BB|Dexter|HIMYM|Office,4
frail,BBT|BoJack|GOT|Office,4
franchise,BBT|BoJack|Office|SP,4
frat,BBT|BoJack|HIMYM|Office,4
freely,BBT|GOT|Office|SP,4
freeway,BBT|BoJack|Dexter|HIMYM,4
frenzy,BB|BBT|Dexter|HIMYM,4
frequent,BBT|Dexter|Office|SP,4
freshen,BBT|BoJack|HIMYM|Office,4
freshly,BBT|Dexter|GOT|HIMYM,4
freshman,Dexter|HIMYM|Office|SP,4
fried,BB|BBT|Dexter|HIMYM,4
frightened,BBT|Dexter|GOT|HIMYM,4
frigid,BBT|BoJack|HIMYM|Office,4
frontier,BBT|BoJack|HIMYM|SP,4
frosting,BBT|Dexter|Office|SP,4
fruity,BB|BoJack|HIMYM|SP,4
frustrating,BBT|Dexter|GOT|Office,4
fucker,BoJack|Dexter|GOT|SP,4
fugitive,BBT|BoJack|Dexter|SP,4
fundamental,BBT|HIMYM|Office|SP,4
fundraiser,BB|BoJack|Office|SP,4
funky,BBT|BoJack|Dexter|Office,4
furnace,BB|BBT|HIMYM|Office,4
furthermore,BB|BBT|BoJack|GOT,4
fusion,BBT|BoJack|HIMYM|SP,4
fuss,BBT|Dexter|GOT|Office,4
fuzz,BBT|BoJack|HIMYM|Office,4
gah,BBT|BoJack|HIMYM|SP,4
gallant,BBT|GOT|HIMYM|Office,4
gallery,BBT|Dexter|GOT|HIMYM,4
gambit,BB|BBT|GOT|HIMYM,4
gambler,Dexter|GOT|Office|SP,4
gaping,BBT|Dexter|GOT|Office,4
gasp,BBT|Dexter|GOT|Office,4
geek,BB|BBT|Dexter|Office,4
gel,BBT|HIMYM|Office|SP,4
generator,BB|BBT|Office|SP,4
generosity,BoJack|Dexter|GOT|Office,4
genetic,BB|BBT|HIMYM|SP,4
genie,BBT|BoJack|HIMYM|Office,4
genitalia,BBT|HIMYM|Office|SP,4
genitals,BBT|BoJack|HIMYM|Office,4
genuine,BBT|Dexter|HIMYM|Office,4
getaway,BBT|Dexter|HIMYM|Office,4
gifted,BBT|GOT|HIMYM|Office,4
gigantic,BBT|Dexter|HIMYM|Office,4
gin,BBT|BoJack|HIMYM|Office,4
ginger,Dexter|GOT|HIMYM|SP,4
glimpse,BBT|Dexter|GOT|HIMYM,4
glorified,BB|BBT|GOT|Office,4
glossy,BB|BBT|Office|SP,4
glowing,BBT|BoJack|Office|SP,4
goatee,BBT|Dexter|HIMYM|Office,4
gobble,BBT|BoJack|Dexter|HIMYM,4
godless,BBT|Dexter|GOT|SP,4
goin,BBT|Dexter|HIMYM|SP,4
going,BB|BoJack|Dexter|GOT,4
goldfish,BBT|Dexter|HIMYM|Office,4
golly,BBT|Dexter|HIMYM|Office,4
goodnight,BB|Dexter|Office|SP,4
goody,BB|BBT|Office|SP,4
goose,BBT|BoJack|Dexter|Office,4
gots,BBT|HIMYM|Office|SP,4
govern,BBT|GOT|HIMYM|Office,4
governor,BoJack|Dexter|HIMYM|Office,4
gown,BBT|BoJack|GOT|HIMYM,4
graciously,BBT|Dexter|HIMYM|Office,4
grad,BB|BBT|Dexter|Office,4
gradually,BBT|BoJack|Office|SP,4
graduation,BB|BBT|BoJack|HIMYM,4
granddaughter,BB|BoJack|GOT|HIMYM,4
grandkids,BBT|HIMYM|Office|SP,4
grandparent,BBT|Dexter|HIMYM|Office,4
graveyard,BBT|Dexter|GOT|Office,4
gravity,BBT|Dexter|HIMYM|Office,4
greenhouse,BBT|Dexter|Office|SP,4
gremlin,BBT|BoJack|HIMYM|Office,4
grim,BB|BBT|GOT|Office,4
grin,BBT|Dexter|HIMYM|Office,4
groin,BB|BBT|HIMYM|Office,4
grope,BBT|HIMYM|Office|SP,4
grotesque,BBT|Dexter|GOT|HIMYM,4
groupie,BBT|Dexter|HIMYM|Office,4
grownup,BBT|HIMYM|Office|SP,4
grows,BBT|Dexter|GOT|Office,4
gullible,BBT|Dexter|GOT|HIMYM,4
gunk,BB|BoJack|Dexter|Office,4
gush,BBT|BoJack|Dexter|Office,4
hairdresser,BBT|BoJack|HIMYM|Office,4
halftime,BBT|Dexter|HIMYM|Office,4
handicap,BB|Dexter|Office|SP,4
handshake,BBT|BoJack|HIMYM|Office,4
hangover,BB|BBT|Dexter|HIMYM,4
happier,BBT|GOT|HIMYM|SP,4
harbor,BBT|Dexter|GOT|Office,4
harmony,GOT|HIMYM|Office|SP,4
harp,BBT|BoJack|GOT|HIMYM,4
hateful,BBT|GOT|Office|SP,4
hater,BBT|BoJack|HIMYM|SP,4
haystack,BBT|Dexter|HIMYM|Office,4
hazardous,BB|BBT|Dexter|Office,4
headlight,BB|BBT|Dexter|HIMYM,4
headshot,BBT|BoJack|Office|SP,4
healthcare,BBT|BoJack|HIMYM|Office,4
hears,BoJack|GOT|HIMYM|Office,4
heartbreak,BBT|BoJack|Dexter|Office,4
heartbreaking,BBT|Dexter|HIMYM|Office,4
hearty,BB|BBT|BoJack|Office,4
heated,BB|BBT|Dexter|HIMYM,4
heater,BB|BBT|HIMYM|Office,4
heating,BB|BBT|HIMYM|Office,4
hectic,BB|BoJack|Dexter|Office,4
heed,GOT|HIMYM|Office|SP,4
heh,BB|Dexter|HIMYM|SP,4
heighten,BBT|Dexter|HIMYM|SP,4
heir,BB|Dexter|GOT|Office,4
helpless,BBT|Dexter|GOT|HIMYM,4
hemp,Dexter|HIMYM|Office|SP,4
herpes,BBT|BoJack|Dexter|Office,4
hesitant,BBT|BoJack|Office|SP,4
hippo,BBT|Dexter|HIMYM|Office,4
hipster,BBT|BoJack|HIMYM|Office,4
hitch,BBT|Dexter|HIMYM|Office,4
hive,BBT|Dexter|Office|SP,4
hoax,BB|HIMYM|Office|SP,4
hockey,BBT|Dexter|HIMYM|Office,4
holding,Dexter|GOT|Office|SP,4
holler,BB|BBT|Dexter|GOT,4
holster,BB|Dexter|HIMYM|Office,4
homemade,BBT|Dexter|HIMYM|Office,4
homicidal,BB|BBT|Dexter|Office,4
homicide,BB|BBT|Dexter|SP,4
honeymoon,BBT|Dexter|HIMYM|Office,4
honored,BBT|Dexter|GOT|HIMYM,4
hookup,BB|BBT|HIMYM|Office,4
hooky,BBT|BoJack|Office|SP,4
hoot,BBT|HIMYM|Office|SP,4
horde,BBT|BoJack|Dexter|GOT,4
hornet,BB|Dexter|HIMYM|Office,4
horsey,BBT|BoJack|HIMYM|Office,4
hostile,BBT|BoJack|Dexter|Office,4
hostility,BBT|BoJack|Dexter|GOT,4
hotdog,BB|BBT|HIMYM|Office,4
hottie,BBT|Dexter|HIMYM|Office,4
housing,BB|HIMYM|Office|SP,4
howdy,BBT|Dexter|HIMYM|SP,4
huh,BB|BBT|Dexter|SP,4
humanity,BB|BBT|Dexter|SP,4
humankind,BBT|Dexter|HIMYM|SP,4
humbly,BB|BBT|GOT|Office,4
humidity,BB|BoJack|Dexter|Office,4
humiliating,BBT|Dexter|HIMYM|Office,4
hump,BB|BBT|HIMYM|Office,4
hunk,BB|BBT|BoJack|Office,4
hurtful,BBT|HIMYM|Office|SP,4
husk,BoJack|GOT|HIMYM|Office,4
hut,BBT|GOT|Office|SP,4
hybrid,BBT|HIMYM|Office|SP,4
hydrate,BB|BBT|BoJack|HIMYM,4
hydrogen,BB|BBT|Dexter|SP,4
hygiene,BBT|Dexter|HIMYM|Office,4
hype,BBT|Dexter|Office|SP,4
hypocrisy,BBT|Dexter|Office|SP,4
hypothetical,BBT|Dexter|HIMYM|Office,4
icebreaker,BB|BBT|HIMYM|Office,4
iced,BBT|BoJack|Dexter|Office,4
icky,BBT|Dexter|HIMYM|Office,4
icy,BBT|BoJack|GOT|HIMYM,4
id,BB|BBT|Dexter|Office,4
idiotic,BB|BBT|HIMYM|Office,4
idiots,BBT|Dexter|HIMYM|SP,4
idol,BBT|GOT|Office|SP,4
imbecile,BB|BoJack|GOT|Office,4
immature,BBT|BoJack|HIMYM|Office,4
immunity,BB|Dexter|Office|SP,4
impersonate,BBT|GOT|HIMYM|Office,4
implant,BBT|Dexter|HIMYM|Office,4
implication,BBT|BoJack|HIMYM|Office,4
implore,BoJack|Dexter|GOT|Office,4
import,BB|BBT|GOT|Office,4
impose,BBT|BoJack|Office|SP,4
impromptu,BBT|BoJack|HIMYM|Office,4
improv,BBT|BoJack|HIMYM|Office,4
incense,BBT|Dexter|GOT|Office,4
incentive,BBT|Dexter|Office|SP,4
incidentally,BBT|Dexter|HIMYM|Office,4
inclined,BB|BBT|Dexter|GOT,4
incompetence,BBT|Dexter|GOT|Office,4
increasingly,BB|BBT|BoJack|Office,4
indigenous,BBT|HIMYM|Office|SP,4
indoor,BB|BBT|HIMYM|Office,4
indubitably,BBT|BoJack|HIMYM|Office,4
infantry,BBT|GOT|Office|SP,4
infectious,BBT|GOT|HIMYM|SP,4
inferior,BB|BBT|Office|SP,4
infiltrate,BBT|BoJack|Office|SP,4
ingest,BBT|BoJack|Dexter|HIMYM,4
inhale,BB|BBT|BoJack|Office,4
inn,BBT|GOT|HIMYM|Office,4
innovative,BBT|BoJack|HIMYM|Office,4
inquiry,BB|BBT|BoJack|Dexter,4
insightful,BBT|BoJack|Office|SP,4
inspiring,BoJack|GOT|HIMYM|Office,4
instruct,BB|BBT|GOT|Office,4
insulin,BBT|Dexter|Office|SP,4
insulting,BB|BBT|Dexter|Office,4
intact,BB|BoJack|Dexter|GOT,4
intake,BB|BBT|HIMYM|Office,4
intent,BBT|Dexter|HIMYM|Office,4
intentional,BBT|BoJack|HIMYM|Office,4
intern,BoJack|Dexter|HIMYM|Office,4
internship,BBT|BoJack|HIMYM|Office,4
interrogate,BBT|Dexter|GOT|Office,4
interrogation,Dexter|HIMYM|Office|SP,4
interruption,BBT|BoJack|GOT|Office,4
intestine,BB|BBT|BoJack|Dexter,4
intimacy,BBT|Dexter|HIMYM|Office,4
intoxicate,BBT|Dexter|HIMYM|Office,4
intruder,BBT|BoJack|Office|SP,4
invasion,BBT|Dexter|GOT|SP,4
invention,BB|BBT|BoJack|Office,4
investor,BBT|BoJack|Office|SP,4
invisible,BBT|BoJack|Dexter|Office,4
involuntary,BBT|Dexter|HIMYM|Office,4
irish,BB|BBT|Dexter|Office,4
irritate,BB|BBT|GOT|Office,4
jazz,BB|BBT|HIMYM|Office,4
jeopardy,BBT|Dexter|HIMYM|Office,4
jogging,BBT|BoJack|HIMYM|Office,4
jolly,BBT|GOT|Office|SP,4
journalism,BBT|BoJack|HIMYM|Office,4
jug,BB|GOT|HIMYM|Office,4
jumble,BoJack|Dexter|Office|SP,4
justification,BoJack|Dexter|GOT|SP,4
karaoke,BB|BBT|HIMYM|Office,4
karate,BBT|Dexter|HIMYM|Office,4
karma,BBT|Dexter|HIMYM|Office,4
kayak,BBT|HIMYM|Office|SP,4
kept,BBT|Dexter|GOT|SP,4
kettle,BB|BBT|BoJack|HIMYM,4
kidnapping,BBT|GOT|HIMYM|Office,4
kin,BBT|Dexter|GOT|SP,4
kinky,BBT|BoJack|Dexter|Office,4
kissing,BBT|HIMYM|Office|SP,4
knack,BBT|BoJack|Dexter|GOT,4
kneecap,BB|BoJack|Dexter|Office,4
lair,BBT|HIMYM|Office|SP,4
laminate,BBT|Dexter|HIMYM|Office,4
landscape,BBT|GOT|HIMYM|Office,4
lash,BBT|GOT|Office|SP,4
latin,BBT|BoJack|Dexter|Office,4
lawless,BB|BBT|HIMYM|Office,4
layman,BB|BBT|Dexter|Office,4
legalize,BBT|BoJack|HIMYM|SP,4
lethal,BB|BBT|Dexter|HIMYM,4
leverage,BB|Dexter|Office|SP,4
licensed,BBT|HIMYM|Office|SP,4
lifelong,BBT|Dexter|HIMYM|Office,4
lifting,BB|BBT|Dexter|Office,4
lighthouse,BBT|BoJack|Dexter|Office,4
lightning,BBT|Dexter|HIMYM|Office,4
likewise,BB|BBT|Dexter|Office,4
lily,BB|BBT|Dexter|HIMYM,4
limo,BBT|BoJack|HIMYM|Office,4
linen,BBT|BoJack|GOT|HIMYM,4
liner,BB|BBT|BoJack|Dexter,4
lioness,Dexter|GOT|HIMYM|Office,4
listing,BB|BBT|Dexter|SP,4
literal,BBT|BoJack|Dexter|Office,4
lively,BBT|HIMYM|Office|SP,4
loaded,Dexter|GOT|Office|SP,4
locally,BB|Dexter|HIMYM|SP,4
logo,BoJack|Dexter|HIMYM|Office,4
lollipop,BBT|BoJack|Dexter|HIMYM,4
