word,lemma,pos,total_count,song_count,songs,avg_per_song,is_stopword,frequency_rank
friendly,friendly,ADJ,2,1,Friendly Fire,2.0,False,1274
conscience,conscience,NOUN,2,2,"Guilty All the Same; Wisdom, Justice, and Love",1.0,False,1275
guilt,guilt,NOUN,2,2,Guilty All the Same; In Between,1.0,False,1276
notice,notice,VERB,2,1,Heavy Is the Crown,2.0,False,1277
explainin,explainin,NOUN,2,1,Heavy Is the Crown,2.0,False,1278
flag,flag,NOUN,2,2,A Line in the Sand; Heavy Is the Crown,1.0,False,1279
aimin,aimin,PROPN,2,2,Heavy Is the Crown; Keys to the Kingdom,1.0,False,1280
collect,collect,VERB,2,1,Blackout,2.0,False,1281
saved,save,VERB,2,2,Guilty All the Same; Wastelands,1.0,False,1282
plans,plan,NOUN,2,1,Guilty All the Same,2.0,False,1283
mark,mark,NOUN,2,1,Stained,2.0,False,1284
trippin,trippin,PROPN,2,2,Stained; UNTIL IT BREAKS,1.0,False,1285
insane,insane,ADJ,2,2,Guilty All the Same; Keys to the Kingdom,1.0,False,1286
hallucination,hallucination,NOUN,2,1,Nobody Can Save Me,2.0,False,1287
chain,chain,NOUN,2,2,Forgotten; When They Come for Me,1.0,False,1288
piece,piece,NOUN,2,2,Enth E Nd; Forgotten,1.0,False,1289
hypocrisy,hypocrisy,NOUN,2,2,Enth E Nd; With You,1.0,False,1290
distant,distant,ADJ,2,1,With You,2.0,False,1291
hanging,hang,VERB,2,2,Nobody Can Save Me; Two Faced,1.0,False,1292
headfirst,headfirst,PROPN,2,1,Nobody Can Save Me,2.0,False,1293
drownin,drownin,PROPN,2,1,IGYEIH,2.0,False,1294
mockin,mockin,ADJ,2,2,Enth E Nd; In the End,1.0,False,1295
dissatisfied,dissatisfied,ADJ,2,1,Valentine’s Day,2.0,False,1296
slippin,slippin,NOUN,2,2,Enth E Nd; Stained,1.0,False,1297
catchin,catchin,PROPN,2,2,Let You Fade; Overflow,1.0,False,1298
revisitin,revisitin,PROPN,2,1,Let You Fade,2.0,False,1299
present,present,NOUN,2,1,Let You Fade,2.0,False,1300
heartless,heartless,ADJ,2,1,Valentine’s Day,2.0,False,1301
direction,direction,NOUN,2,2,Valentine’s Day; Wastelands,1.0,False,1302
forgiving,forgive,VERB,2,1,What I’ve Done,2.0,False,1303
unless,unless,SCONJ,2,2,Breaking the Habit; Wretches and Kings,1.0,True,1304
battles,battle,NOUN,2,1,Breaking the Habit,2.0,False,1305
complex,complex,NOUN,2,1,IGYEIH,2.0,False,1306
wishful,wishful,ADJ,2,1,IGYEIH,2.0,False,1307
ugliness,ugliness,NOUN,2,1,IGYEIH,2.0,False,1308
honest,honest,ADJ,2,1,IGYEIH,2.0,False,1309
windows,window,NOUN,2,2,Good Goodbye; The Little Things Give You Away,1.0,False,1310
wings,wing,NOUN,2,2,Good Goodbye; Sorry For Now,1.0,False,1311
protect,protect,VERB,2,2,Friendly Fire; Hit the Floor,1.0,False,1312
courtesy,courtesy,NOUN,2,2,High Voltage; Hit the Floor,1.0,False,1313
offs,off,NOUN,2,1,Hit the Floor,2.0,False,1314
preste,preste,NOUN,2,1,When They Come for Me,2.0,False,1315
atención,atención,PROPN,2,1,When They Come for Me,2.0,False,1316
deadwood,deadwood,NOUN,2,1,Burning in the Skies,2.0,False,1317
innocence,innocence,NOUN,2,1,Burning in the Skies,2.0,False,1318
house,house,NOUN,2,2,"Sharp Edges; Wisdom, Justice, and Love",1.0,False,1319
receive,receive,VERB,2,1,The Emptiness Machine,2.0,False,1320
pumpin,pumpin,NOUN,2,1,Hands Held High,2.0,False,1321
needed,need,VERB,2,2,BURN IT DOWN; Hit the Floor,1.0,False,1322
sheet,sheet,NOUN,2,2,Blackbirds; Hands Held High,1.0,False,1323
jump,jump,VERB,2,1,Hands Held High,2.0,False,1324
covered,cover,VERB,2,1,My December,2.0,False,1325
weak,weak,ADJ,2,2,UNTIL IT BREAKS; When They Come for Me,1.0,False,1326
synonym,synonym,PROPN,2,1,When They Come for Me,2.0,False,1327
peak,peak,NOUN,2,2,Guilty All the Same; When They Come for Me,1.0,False,1328
year,year,NOUN,2,1,My December,2.0,False,1329
water,water,NOUN,2,2,High Voltage (B-Side Rarities); The Little Things Give You Away,1.0,False,1330
mistakin,mistakin,NOUN,2,1,The Little Things Give You Away,2.0,False,1331
levees,levee,NOUN,2,1,The Little Things Give You Away,2.0,False,1332
underwater,underwater,ADJ,2,1,The Little Things Give You Away,2.0,False,1333
nation,nation,NOUN,2,2,"The Little Things Give You Away; Wisdom, Justice, and Love",1.0,False,1334
fun,fun,NOUN,2,2,Cure for the Itch; Good Goodbye,1.0,False,1335
theory,theory,NOUN,2,2,High Voltage; When They Come for Me,1.0,False,1336
monkey,monkey,NOUN,2,2,UNTIL IT BREAKS; When They Come for Me,1.0,False,1337
punk,punk,NOUN,2,1,When They Come for Me,2.0,False,1338
record,record,NOUN,2,2,Guilty All the Same; When They Come for Me,1.0,False,1339
wretches,wretches,PROPN,2,1,Wretches and Kings,2.0,False,1340
brother,brother,NOUN,2,2,Good Goodbye; Hands Held High,1.0,False,1341
die,die,VERB,2,2,Good Goodbye; Hands Held High,1.0,False,1342
outta,outta,NOUN,2,1,Wretches and Kings,2.0,False,1343
fame,fame,NOUN,2,2,Guilty All the Same; When They Come for Me,1.0,False,1344
contact,contact,NOUN,2,2,Enth E Nd; Wretches and Kings,1.0,False,1345
button,button,NOUN,2,2,Overflow; Wretches and Kings,1.0,False,1346
born,bear,VERB,2,2,UNTIL IT BREAKS; When They Come for Me,1.0,False,1347
becomes,become,VERB,2,1,Wretches and Kings,2.0,True,1348
odious,odious,ADJ,2,1,Wretches and Kings,2.0,False,1349
wasting,waste,VERB,2,1,Don’t Stay,2.0,False,1350
obey,obey,VERB,2,2,Guilty All the Same; Wretches and Kings,1.0,False,1351
operation,operation,NOUN,2,1,Wretches and Kings,2.0,False,1352
passively,passively,ADV,2,1,Wretches and Kings,2.0,False,1353
bodies,body,NOUN,2,1,Wretches and Kings,2.0,False,1354
gears,gear,NOUN,2,1,Wretches and Kings,2.0,False,1355
levers,lever,NOUN,2,1,Wretches and Kings,2.0,False,1356
