word,lemma,pos,total_count,song_count,songs,avg_per_song,is_stopword,frequency_rank
counting,count,VERB,1,1,Rushing Water,1.0,False,1469
sheep,sheep,NOUN,1,1,Rushing Water,1.0,False,1470
looking,look,VERB,1,1,Brand New Day,1.0,False,1471
picture,picture,NOUN,1,1,Brand New Day,1.0,False,1472
hollow,hollow,NOUN,1,1,Windmills of Your Mind,1.0,False,1473
cavern,cavern,NOUN,1,1,Windmills of Your Mind,1.0,False,1474
shone,shine,VERB,1,1,Windmills of Your Mind,1.0,False,1475
keeps,keep,VERB,1,1,Windmills of Your Mind,1.0,False,1476
revolving,revolve,VERB,1,1,Windmills of Your Mind,1.0,False,1477
forgotten,forget,VERB,1,1,Windmills of Your Mind,1.0,False,1478
carousel,carousel,NOUN,1,1,Windmills of Your Mind,1.0,False,1479
ha'penny,ha'penny,NOUN,1,1,Soul Cake,1.0,False,1480
affair,affair,NOUN,1,1,Brand New Day,1.0,False,1481
sleepless,sleepless,ADJ,1,1,Brand New Day,1.0,False,1482
nights,night,NOUN,1,1,Brand New Day,1.0,False,1483
fights,fight,VERB,1,1,Brand New Day,1.0,False,1484
cruel,cruel,ADJ,1,1,Brand New Day,1.0,False,1485
paying,pay,VERB,1,1,Brand New Day,1.0,False,1486
ouch,ouch,ADJ,1,1,Rushing Water,1.0,False,1487
solve,solve,VERB,1,1,Rushing Water,1.0,False,1488
firm,firm,ADJ,1,1,Rushing Water,1.0,False,1489
purpose,purpose,NOUN,1,1,Rushing Water,1.0,False,1490
resolve,resolve,VERB,1,1,Rushing Water,1.0,False,1491
snowball,snowball,NOUN,1,1,Windmills of Your Mind,1.0,False,1492
carnival,carnival,NOUN,1,1,Windmills of Your Mind,1.0,False,1493
balloon,balloon,NOUN,1,1,Windmills of Your Mind,1.0,False,1494
trappеd,trappеd,VERB,1,1,Rushing Water,1.0,False,1495
whale,whale,NOUN,1,1,Rushing Water,1.0,False,1496
succeed,succeed,VERB,1,1,Rushing Water,1.0,False,1497
shrink,shrink,NOUN,1,1,Rushing Water,1.0,False,1498
analyst,analyst,NOUN,1,1,Rushing Water,1.0,False,1499
couch,couch,NOUN,1,1,Rushing Water,1.0,False,1500
hit,hit,VERB,1,1,Rushing Water,1.0,False,1501
hammer,hammer,NOUN,1,1,Rushing Water,1.0,False,1502
greatest,great,ADJ,1,1,Just One Lifetime,1.0,False,1503
gift,gift,NOUN,1,1,Just One Lifetime,1.0,False,1504
humanity,humanity,NOUN,1,1,Just One Lifetime,1.0,False,1505
surround,surround,VERB,1,1,Just One Lifetime,1.0,False,1506
lot,lot,NOUN,1,1,Just One Lifetime,1.0,False,1507
