word,lemma,pos,total_count,song_count,songs,avg_per_song,is_stopword,frequency_rank
paul,paul,PROPN,1,1,Video Games,1.0,False,1670
naked,naked,ADJ,1,1,Fingertips,1.0,False,1671
pulled,pull,VERB,1,1,Fingertips,1.0,False,1672
swim,swim,VERB,1,1,Fingertips,1.0,False,1673
fishes,fish,NOUN,1,1,Fingertips,1.0,False,1674
institutions,institution,NOUN,1,1,Fingertips,1.0,False,1675
greene,greene,PROPN,1,1,Fingertips,1.0,False,1676
lake,lake,NOUN,1,1,Fingertips,1.0,False,1677
twisting,twist,VERB,1,1,Fingertips,1.0,False,1678
astral,astral,NOUN,1,1,Fingertips,1.0,False,1679
blanket,blanket,NOUN,1,1,Fingertips,1.0,False,1680
spirit,spirit,NOUN,1,1,Fingertips,1.0,False,1681
ran,run,VERB,1,1,Fingertips,1.0,False,1682
monaco,monaco,PROPN,1,1,Fingertips,1.0,False,1683
prince,prince,NOUN,1,1,Fingertips,1.0,False,1684
hours,hour,NOUN,1,1,Fingertips,1.0,False,1685
sat,sat,PROPN,1,1,Fingertips,1.0,False,1686
anybody,anybody,PRON,1,1,A&W,1.0,False,1687
testify,testify,VERB,1,1,A&W,1.0,False,1688
sidepiece,sidepiece,NOUN,1,1,A&W,1.0,False,1689
charlatan,charlatan,NOUN,1,1,A&W,1.0,False,1690
puts,put,VERB,1,1,A&W,1.0,False,1691
slips,slips,PROPN,1,1,A&W,1.0,False,1692
swore,swear,VERB,1,1,Radio,1.0,False,1693
chase,chase,VERB,1,1,Radio,1.0,False,1694
chevy,chevy,PROPN,1,1,Shades of Cool,1.0,False,1695
malibu,malibu,PROPN,1,1,Shades of Cool,1.0,False,1696
fix,fix,VERB,1,1,Shades of Cool,1.0,False,1697
aptitude,aptitude,VERB,1,1,Shades of Cool,1.0,False,1698
women,woman,NOUN,1,1,Shades of Cool,1.0,False,1699
overhead,overhead,NOUN,1,1,Radio,1.0,False,1700
somehow,somehow,ADV,1,1,Radio,1.0,True,1701
raped,rap,VERB,1,1,A&W,1.0,False,1702
aphrodite,aphrodite,PROPN,1,1,Fingertips,1.0,False,1703
bow,bow,VERB,1,1,Fingertips,1.0,False,1704
sunbather,sunbather,PROPN,1,1,Fingertips,1.0,False,1705
chaser,chaser,NOUN,1,1,Fingertips,1.0,False,1706
empathy,empathy,NOUN,1,1,Fingertips,1.0,False,1707
serene,serene,ADJ,1,1,Fingertips,1.0,False,1708
attitude,attitude,NOUN,1,1,Shades of Cool,1.0,False,1709
drives,drive,VERB,1,1,Shades of Cool,1.0,False,1710
lean,lean,VERB,1,1,Video Games,1.0,False,1711
bars,bar,NOUN,1,1,Video Games,1.0,False,1712
kissin,kissin,PROPN,1,1,Video Games,1.0,False,1713
ghost,ghost,NOUN,1,1,A&W,1.0,False,1714
woo,woo,PROPN,1,1,A&W,1.0,False,1715
swingin,swingin,NOUN,1,1,Video Games,1.0,False,1716
backyard,backyard,NOUN,1,1,Video Games,1.0,False,1717
whistlin,whistlin,PROPN,1,1,Video Games,1.0,False,1718
teenage,teenage,PROPN,1,1,A&W,1.0,False,1719
diary,diary,PROPN,1,1,A&W,1.0,False,1720
wondering,wonder,VERB,1,1,A&W,1.0,False,1721
princess,princess,NOUN,1,1,A&W,1.0,False,1722
divisive,divisive,ADJ,1,1,A&W,1.0,False,1723
cartwheel,cartwheel,NOUN,1,1,A&W,1.0,False,1724
damn,damn,NOUN,1,1,A&W,1.0,False,1725
bedroom,bedroom,NOUN,1,1,A&W,1.0,False,1726
commitment,commitment,NOUN,1,1,Get Free,1.0,False,1727
manifesto,manifesto,NOUN,1,1,Get Free,1.0,False,1728
burden,burden,NOUN,1,1,Get Free,1.0,False,1729
crowley,crowley,PROPN,1,1,Get Free,1.0,False,1730
anymorе,anymorе,ADJ,1,1,A&W,1.0,False,1731
experiеnce,experiеnce,NOUN,1,1,A&W,1.0,False,1732
forensic,forensic,PROPN,1,1,A&W,1.0,False,1733
files,files,PROPN,1,1,A&W,1.0,False,1734
flowers,flower,NOUN,1,1,Let The Light In,1.0,False,1735
vase,vase,NOUN,1,1,Let The Light In,1.0,False,1736
threshold,threshold,NOUN,1,1,Get Free,1.0,False,1737
ordinary,ordinary,ADJ,1,1,Get Free,1.0,False,1738
reveal,reveal,NOUN,1,1,Get Free,1.0,False,1739
undoubtedly,undoubtedly,ADV,1,1,Get Free,1.0,False,1740
certain,certain,ADJ,1,1,Get Free,1.0,False,1741
arts,art,NOUN,1,1,Get Free,1.0,False,1742
paved,pave,VERB,1,1,Radio,1.0,False,1743
smile,smile,VERB,1,1,Let The Light In,1.0,False,1744
overcoat,overcoat,NOUN,1,1,Let The Light In,1.0,False,1745
screw,screw,VERB,1,1,Let The Light In,1.0,False,1746
songs,song,NOUN,1,1,Let The Light In,1.0,False,1747
